Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FD832K,12.83,regular,0.16,Breads,59.76,OUT29M,2009,High,Tier 2,Supermarket Type1,1188.35
FD126I,13.64,low,0.3,Dairy,175.64,OUT87C,2009,Small,Tier 1,Supermarket Type2,1603.93
FD335Q,7.64,regular,0.35,Dairy,164.11,OUT36M,1994,Medium,Tier 2,Grocery Store,1021.98
FD890W,16.61,regular,0.22,Canned,115.73,OUT13I,1999,Small,Tier 1,Supermarket Type2,1077.66
FD974V,17.1,regular,0.08,Frozen Foods,189.2,OUT36Y,1986,Medium,Tier 3,Grocery Store,975.94
FD889Y,15.16,regular,0.24,Breakfast,41.89,OUT85H,1987,Small,Tier 1,Supermarket Type3,1457.27
FD600V,14.69,low,0.38,Canned,34.48,OUT87W,2008,Small,Tier 1,Supermarket Type1,1096.78
FD918G,18.64,regular,0.19,Breads,267.39,OUT56E,1993,,Tier 1,Supermarket Type1,1026.38
FD922A,14.11,regular,0.29,Frozen Foods,50.52,OUT61G,1996,Small,Tier 2,Grocery Store,740.81
FD407O,12.06,regular,0.33,Hard Drinks,122.55,OUT99F,2005,Medium,Tier 3,Grocery Store,673.11
FD762U,19.65,regular,0.21,Others,82.17,OUT15J,1992,Medium,Tier 3,Grocery Store,718.36
FD243S,15.53,low,0.13,Canned,169.62,OUT70W,1986,High,Tier 1,Supermarket Type1,1806.67
FD524K,8.82,low,0.17,Snack Foods,66.05,OUT63L,1990,Medium,Tier 3,Supermarket Type2,1673.26
FD130F,18.12,low,0.12,Dairy,170.47,OUT36T,1997,Small,Tier 1,Supermarket Type2,1757.31
FD439B,20.54,regular,0.18,Hard Drinks,218.98,OUT70C,2008,Small,Tier 1,Supermarket Type2,1168.5
FD880M,13.07,regular,0.04,Dairy,226.47,OUT77K,1990,High,Tier 2,Grocery Store,818.42
FD529E,17.77,low,0.32,Frozen Foods,45.1,OUT24E,1999,Small,Tier 1,Supermarket Type2,1717.46
FD100T,5.68,regular,0.36,Starchy Foods,180.58,OUT70E,1993,High,Tier 3,Supermarket Type1,1824.69
FD833G,8.22,regular,0.16,Dairy,121.69,OUT71F,2008,High,Tier 3,Supermarket Type2,2839.89
FD924J,5.08,low,0.37,Baking Goods,216.52,OUT38Q,1987,High,Tier 1,Supermarket Type1,1840.72
FD355O,13.1,regular,0.37,Frozen Foods,59.23,OUT42L,2008,High,Tier 1,Supermarket Type2,2217.24
FD632H,11.82,regular,0.21,Meat,260.09,OUT83R,2009,High,Tier 3,Supermarket Type3,3427.39
FD248L,8.66,regular,0.16,Dairy,195.5,OUT14V,1997,Medium,Tier 3,Supermarket Type3,2235.71
FD749C,21.1,low,0.38,Snack Foods,241.9,OUT40K,1997,Small,Tier 1,Supermarket Type1,1067.42
FD292O,12.63,low,0.07,Breads,236.4,OUT83Z,1999,Medium,Tier 2,Supermarket Type3,2039.49
FD220V,18.61,regular,0.39,Baking Goods,68.4,OUT45P,2009,High,Tier 2,Supermarket Type2,2974.64
FD926F,6.58,regular,0.27,Breads,221.22,OUT80D,2006,Medium,Tier 2,Supermarket Type1,994.53
FD536P,14.56,regular,0.22,Frozen Foods,174.02,OUT13I,1989,Small,Tier 2,Supermarket Type2,1114.65
FD663T,7.14,low,0.34,Frozen Foods,31.9,OUT47I,1996,Small,Tier 1,Supermarket Type3,1839.03
FD987G,15.4,regular,0.33,Meat,253.78,OUT33Z,2001,High,Tier 1,Supermarket Type3,3213.67
FD851V,7.68,low,0.03,Baking Goods,200.49,OUT55H,2004,Small,Tier 1,Supermarket Type1,1140.89
FD810H,19.31,low,0.33,Dairy,161.11,OUT31X,1990,High,Tier 1,Supermarket Type2,1797.82
FD653N,18.8,low,0.37,Frozen Foods,201.78,OUT64M,1993,High,Tier 1,Supermarket Type1,2021.4
FD531E,5.5,regular,0.22,Snack Foods,81.61,OUT69U,1989,Medium,Tier 3,Supermarket Type2,1994.63
FD669Q,7.62,low,0.09,Meat,78.56,OUT49N,2008,Medium,Tier 3,Grocery Store,968.24
FD592K,11.22,NA,0.39,Household,111.21,OUT41Z,1990,Small,Tier 1,Supermarket Type3,2052.66
FD172O,12.52,regular,0.04,Starchy Foods,200.37,OUT45I,1997,Small,Tier 2,Supermarket Type1,1088.77
FD788R,5.59,low,0.09,Frozen Foods,92.71,OUT51A,2005,Medium,Tier 1,Supermarket Type1,1048.75
FD582O,17.06,regular,0.32,Frozen Foods,81.49,OUT94C,1994,High,Tier 3,Grocery Store,1059.55
FD449R,13.8,regular,0.29,Frozen Foods,109.16,OUT15Y,1993,,Tier 3,Supermarket Type1,876.84
FD997T,7.05,regular,0.19,Frozen Foods,93.55,OUT98Y,2000,High,Tier 1,Supermarket Type3,3555.34
FD717M,14.86,low,0.14,Meat,189.19,OUT56P,2006,Small,Tier 3,Grocery Store,648.43
FD207X,21.15,regular,0.35,Seafood,219.49,OUT45U,2008,Small,Tier 3,Supermarket Type3,2569.3
FD956Q,13.28,regular,0.38,Soft Drinks,172.44,OUT55F,1985,Medium,Tier 3,Supermarket Type2,2132.63
FD326L,5.19,regular,0.15,Frozen Foods,144.5,OUT65Q,1993,High,Tier 2,Supermarket Type1,1628.44
FD991Q,7.47,regular,0.16,Frozen Foods,77.7,OUT58C,2004,High,Tier 3,Supermarket Type3,3524.02
FD469L,16.9,low,0.17,Frozen Foods,203.53,OUT96T,2004,Small,Tier 1,Grocery Store,463.92
FD907C,11.62,regular,0.21,Starchy Foods,196.41,OUT68K,2001,Medium,Tier 3,Grocery Store,596.1
FD321K,,regular,0.04,Snack Foods,126.15,OUT33B,2005,High,Tier 1,Supermarket Type3,2622.71
FD846D,20.58,low,0.11,Breads,225.17,OUT42W,2006,Medium,Tier 1,Supermarket Type2,2071.32
FD902D,11.39,regular,0.06,Hard Drinks,160.26,OUT51D,2007,Medium,Tier 2,Supermarket Type1,1228.59
FD763U,21.37,low,0.26,Soft Drinks,180.32,OUT61W,1996,High,Tier 3,Supermarket Type1,1268.4
FD731I,19.66,regular,0.12,Canned,185.55,OUT39U,1994,Medium,Tier 2,Grocery Store,883.52
FD609O,,low,0.18,Frozen Foods,67.68,OUT33W,1997,Medium,Tier 3,Supermarket Type3,2796.28
FD925C,15.22,regular,0.23,Baking Goods,245.11,OUT56W,1990,Medium,Tier 2,Supermarket Type3,2116.76
FD695T,,regular,0.04,Canned,46.28,OUT74S,2005,Small,Tier 1,Grocery Store,473.58
FD177M,8.43,low,0.08,Meat,153.34,OUT21F,2007,High,Tier 3,Supermarket Type3,3719.55
FD645W,13.9,regular,0.26,Others,192.71,OUT60I,1997,High,Tier 2,Supermarket Type1,1559.59
FD553C,18.32,regular,0.16,Frozen Foods,117.37,OUT41J,1989,Medium,Tier 1,Grocery Store,744.51
FD324P,7.92,low,0.25,Soft Drinks,65.26,OUT38C,2005,Small,Tier 3,Supermarket Type3,2588.53
FD121N,13.27,low,0.08,Baking Goods,225.2,OUT71C,1998,Medium,Tier 1,Grocery Store,844.12
FD509O,21.01,regular,0.35,Baking Goods,45.72,OUT83Y,2008,High,Tier 3,Supermarket Type1,1425.08
FD473P,,regular,0.17,Soft Drinks,247.2,OUT50I,1996,Medium,Tier 2,Supermarket Type2,2183.72
FD914I,7.61,NA,0.24,Household,191.18,OUT84I,1988,,Tier 1,Supermarket Type2,2628.97
FD837W,9.59,regular,0.24,Seafood,251.21,OUT99P,2002,High,Tier 1,Grocery Store,792.27
FD571N,16.59,NA,0.23,Health and Hygiene,248.97,OUT66F,2003,High,Tier 1,Supermarket Type2,2182.39
FD559J,8.72,low,0.12,Starchy Foods,180.18,OUT93D,1996,Small,Tier 3,Supermarket Type1,1208.74
FD166U,7.39,low,0.37,Seafood,143.03,OUT45K,1993,High,Tier 2,Grocery Store,1187.65
FD505N,5.02,regular,0.11,Fruits and Vegetables,150.1,OUT94C,1994,High,Tier 1,Supermarket Type3,4071.65
FD516J,16.97,regular,0.13,Meat,132.65,OUT79R,2003,High,Tier 3,Supermarket Type1,1155.95
FD701H,10.73,low,0.33,Breads,135.74,OUT19N,1987,High,Tier 2,Grocery Store,1199.47
FD892W,17.34,low,0.37,Starchy Foods,211.16,OUT32L,1985,Small,Tier 3,Supermarket Type1,1000.68
FD513K,6.3,low,0.39,Seafood,267.88,OUT99R,1997,Small,Tier 1,Supermarket Type2,1279.75
FD287G,6.61,regular,0.07,Starchy Foods,237.88,OUT49W,1990,,Tier 2,Supermarket Type3,2005.76
FD366Z,19.86,regular,0.31,Starchy Foods,265.21,OUT35O,1996,Small,Tier 1,Supermarket Type3,1808.91
FD363B,11.92,NA,0.16,Household,232.69,OUT87D,2002,Small,Tier 3,Supermarket Type3,1440.08
FD641A,5.23,regular,0.16,Snack Foods,235.73,OUT10U,1997,Small,Tier 1,Grocery Store,481.85
FD293O,7.73,low,0.37,Meat,34.01,OUT89F,1990,Small,Tier 1,Supermarket Type2,1290.1
FD714X,7.93,regular,0.11,Baking Goods,260.59,OUT83L,1999,High,Tier 1,Grocery Store,1057.22
FD139I,7.72,low,0.26,Canned,61.08,OUT25Z,1994,Small,Tier 3,Supermarket Type3,2145.72
FD704H,4.63,low,0.28,Meat,96.39,OUT31G,2000,High,Tier 1,Supermarket Type2,1950.72
FD661Y,9.35,low,0.27,Baking Goods,151.02,OUT67H,2006,Medium,Tier 3,Supermarket Type2,1541.4
FD345F,7.44,NA,0.27,Household,169.11,OUT34Y,1997,Medium,Tier 1,Supermarket Type1,1514.96
FD824W,16.33,regular,0.19,Snack Foods,144.31,OUT85G,2001,Medium,Tier 3,Grocery Store,854.8
FD305S,12.56,NA,0.01,Household,148.5,OUT51I,1999,High,Tier 3,Supermarket Type3,4148.79
FD486F,21.03,regular,0.23,Baking Goods,115.6,OUT72B,2000,Medium,Tier 2,Supermarket Type3,2265.21
FD413F,15.31,regular,0.39,Frozen Foods,184.96,OUT46X,2006,High,Tier 2,Supermarket Type3,2381.21
FD701V,16.26,low,0.28,Snack Foods,241.17,OUT83I,1990,Small,Tier 2,Supermarket Type1,1167.0
FD494M,14.39,low,0.06,Breads,247.1,OUT55I,1986,Small,Tier 2,Grocery Store,558.61
FD145N,9.58,low,0.04,Starchy Foods,62.86,OUT22D,1990,High,Tier 3,Supermarket Type2,2238.61
FD607N,8.09,NA,0.39,Health and Hygiene,65.01,OUT83O,2004,High,Tier 1,Grocery Store,1158.84
FD219S,15.58,low,0.27,Fruits and Vegetables,70.87,OUT10P,2006,Small,Tier 3,Supermarket Type3,2543.33
FD957Z,11.3,low,0.36,Breads,116.22,OUT15J,1989,Small,Tier 2,Supermarket Type3,2145.82
FD827O,6.36,NA,0.37,Health and Hygiene,168.85,OUT49N,2005,High,Tier 3,Supermarket Type3,3826.66
FD486R,13.58,regular,0.09,Soft Drinks,213.44,OUT34X,2000,Medium,Tier 2,Grocery Store,1032.9
FD885C,8.29,low,0.11,Soft Drinks,231.05,OUT26Q,2007,Small,Tier 3,Supermarket Type3,1798.02
FD910F,18.05,NA,0.15,Health and Hygiene,209.44,OUT18L,2002,Small,Tier 1,Grocery Store,545.62
FD811Z,20.24,low,0.28,Breads,218.09,OUT46I,1994,High,Tier 3,Supermarket Type2,2516.36
FD942M,,regular,0.38,Meat,179.39,OUT21J,2000,Small,Tier 2,Grocery Store,768.3
FD211H,21.47,low,0.35,Baking Goods,44.46,OUT39C,1997,Medium,Tier 2,Grocery Store,805.94
FD730X,9.73,low,0.12,Canned,68.37,OUT66V,1989,Small,Tier 2,Grocery Store,552.26
FD425C,6.37,low,0.23,Breakfast,185.49,OUT82A,1989,Small,Tier 3,Supermarket Type1,752.61
FD305P,17.69,regular,0.33,Breads,145.63,OUT17Z,1997,Medium,Tier 2,Supermarket Type1,1373.61
FD742M,9.28,regular,0.27,Dairy,130.18,OUT52Q,2008,Small,Tier 1,Grocery Store,775.77
FD716H,5.13,low,0.21,Breakfast,94.71,OUT46J,1990,Small,Tier 1,Supermarket Type3,1580.61
FD166A,21.18,regular,0.04,Dairy,189.47,OUT76I,1985,Small,Tier 3,Grocery Store,733.89
FD206R,11.0,regular,0.11,Canned,81.76,OUT39A,1997,Small,Tier 1,Supermarket Type2,1846.71
FD977O,4.57,low,0.12,Fruits and Vegetables,42.89,OUT90C,2003,,Tier 1,Supermarket Type3,3849.04
FD495S,18.14,NA,0.26,Household,225.16,OUT97N,1997,High,Tier 3,Supermarket Type3,3459.16
FD453O,9.03,low,0.35,Breakfast,33.95,OUT68E,1989,,Tier 2,Supermarket Type3,2444.44
FD752U,7.63,regular,0.26,Breakfast,67.7,OUT32Y,1993,Small,Tier 2,Supermarket Type1,795.16
FD247C,7.53,regular,0.05,Canned,141.24,OUT68A,2007,Medium,Tier 2,Grocery Store,658.85
FD313Z,10.81,NA,0.29,Health and Hygiene,91.1,OUT63A,1999,High,Tier 2,Supermarket Type1,1330.46
FD445U,12.76,regular,0.1,Breakfast,154.83,OUT95Z,1989,Medium,Tier 2,Supermarket Type3,1896.43
FD682M,,low,0.07,Baking Goods,184.36,OUT94Y,2004,High,Tier 1,Supermarket Type1,1276.14
FD414N,6.78,regular,0.16,Hard Drinks,163.29,OUT60J,2000,Medium,Tier 3,Supermarket Type3,2074.38
FD152M,19.41,regular,0.17,Frozen Foods,113.11,OUT37V,2002,,Tier 2,Supermarket Type2,2814.22
FD124S,15.72,regular,0.07,Canned,105.28,OUT36Y,2003,Small,Tier 2,Supermarket Type3,2243.65
FD688Y,18.85,regular,0.17,Canned,223.55,OUT35J,1998,High,Tier 2,Supermarket Type1,1522.23
FD880F,17.92,regular,0.06,Breads,92.99,OUT50N,2009,High,Tier 1,Supermarket Type1,1650.68
FD108D,15.31,low,0.13,Snack Foods,49.93,OUT52F,1995,Small,Tier 1,Grocery Store,742.97
FD960E,21.27,low,0.25,Hard Drinks,196.64,OUT56N,1995,Small,Tier 2,Supermarket Type1,871.76
FD396T,6.35,regular,0.26,Breakfast,178.83,OUT22Z,2002,High,Tier 1,Supermarket Type2,3041.16
FD645N,20.9,low,0.02,Canned,137.67,OUT62K,2002,Medium,Tier 1,Supermarket Type1,939.92
FD250C,4.87,regular,0.37,Seafood,237.77,OUT22W,1986,Small,Tier 3,Supermarket Type1,1039.75
FD274X,21.03,regular,0.21,Dairy,151.72,OUT12L,2007,Medium,Tier 2,Supermarket Type3,2069.75
FD603Q,7.2,regular,0.38,Hard Drinks,124.06,OUT82W,1995,Medium,Tier 1,Supermarket Type1,1412.52
FD739T,18.82,NA,0.15,Household,46.43,OUT96Z,1989,Small,Tier 1,Grocery Store,650.49
FD911Y,20.29,low,0.39,Frozen Foods,191.65,OUT20W,2004,Medium,Tier 3,Supermarket Type2,2329.37
FD971Q,12.03,low,0.11,Seafood,175.7,OUT34G,1993,Small,Tier 2,Supermarket Type3,2307.36
FD764P,,regular,0.38,Fruits and Vegetables,75.04,OUT99T,1993,,Tier 1,Supermarket Type2,1141.88
FD867W,13.43,regular,0.07,Breakfast,169.1,OUT94D,2006,Small,Tier 2,Supermarket Type2,1474.39
FD110V,14.05,NA,0.23,Household,202.12,OUT83B,1994,Small,Tier 3,Grocery Store,802.07
FD136S,18.8,low,0.33,Others,231.19,OUT96R,2007,Medium,Tier 2,Supermarket Type3,2808.24
FD516T,11.01,regular,0.07,Others,241.22,OUT53I,1996,High,Tier 2,Supermarket Type2,2082.76
FD185C,10.49,low,0.38,Soft Drinks,204.66,OUT95F,2006,Medium,Tier 2,Supermarket Type3,2298.09
FD348E,11.64,low,0.25,Breads,120.46,OUT32X,1987,Small,Tier 1,Grocery Store,586.9
FD840A,,low,0.2,Dairy,214.19,OUT53N,1987,Small,Tier 1,Grocery Store,565.16
FD727H,11.71,regular,0.08,Dairy,180.33,OUT17T,1989,High,Tier 1,Supermarket Type2,1858.81
FD193A,8.31,low,0.4,Baking Goods,197.16,OUT65Y,2006,Small,Tier 3,Supermarket Type1,1179.13
FD496U,12.2,NA,0.3,Health and Hygiene,44.34,OUT90H,1991,High,Tier 1,Grocery Store,993.61
FD290E,,low,0.21,Seafood,50.75,OUT46U,2006,High,Tier 3,Supermarket Type3,4085.69
FD181L,,regular,0.27,Snack Foods,265.12,OUT35Q,1989,High,Tier 1,Supermarket Type1,1896.9
FD968U,18.77,low,0.29,Baking Goods,172.67,OUT39K,1997,Small,Tier 1,Grocery Store,568.06
FD356W,10.24,regular,0.18,Meat,207.02,OUT40H,1985,Small,Tier 2,Supermarket Type2,1377.18
FD164F,7.64,regular,0.22,Soft Drinks,52.3,OUT54U,1986,Small,Tier 1,Supermarket Type1,826.26
FD790F,19.5,low,0.15,Starchy Foods,250.24,OUT50L,2009,Small,Tier 3,Supermarket Type3,2201.56
FD561W,8.36,low,0.05,Hard Drinks,215.66,OUT71X,2000,High,Tier 2,Supermarket Type2,2021.01
FD294O,9.02,regular,0.22,Meat,187.29,OUT85K,1986,,Tier 3,Supermarket Type2,1738.89
FD915Z,20.18,regular,0.16,Hard Drinks,134.98,OUT69D,1999,Medium,Tier 2,Supermarket Type3,2626.89
FD994I,5.79,low,0.17,Dairy,244.92,OUT50Y,2005,Medium,Tier 1,Supermarket Type3,1872.43
FD910Q,7.42,regular,0.4,Dairy,89.0,OUT32J,2003,Small,Tier 2,Supermarket Type2,1819.82
FD583J,19.59,low,0.1,Canned,183.34,OUT44V,1991,Small,Tier 2,Grocery Store,589.07
FD949J,9.81,regular,0.24,Fruits and Vegetables,220.92,OUT45O,1991,Small,Tier 2,Supermarket Type3,1520.13
FD599Q,19.34,regular,0.4,Seafood,241.29,OUT17W,1988,Medium,Tier 1,Supermarket Type3,2547.0
FD244P,15.37,NA,0.36,Household,236.44,OUT76F,1991,High,Tier 2,Supermarket Type3,3923.51
FD262V,16.14,regular,0.15,Starchy Foods,135.05,OUT90T,2006,Medium,Tier 3,Grocery Store,725.48
FD449U,11.87,low,0.37,Starchy Foods,182.3,OUT57Z,2007,High,Tier 2,Supermarket Type1,1239.88
FD557X,14.72,regular,0.24,Dairy,80.76,OUT63P,1991,Small,Tier 1,Supermarket Type3,1939.86
FD905R,,low,0.05,Breads,202.69,OUT81V,2003,High,Tier 2,Supermarket Type2,2545.32
FD686O,14.27,low,0.26,Breads,254.56,OUT85N,1992,Medium,Tier 3,Supermarket Type1,1511.91
FD623G,7.49,NA,0.19,Health and Hygiene,163.71,OUT59W,1989,Small,Tier 2,Supermarket Type3,2412.05
FD845R,5.94,low,0.09,Breads,245.45,OUT18C,1997,Medium,Tier 3,Supermarket Type3,2976.91
FD585P,4.72,regular,0.33,Baking Goods,162.24,OUT38O,1985,Medium,Tier 1,Supermarket Type1,1550.25
FD902R,7.43,regular,0.19,Breads,264.62,OUT50F,1995,High,Tier 1,Supermarket Type3,3190.93
FD162V,7.19,low,0.13,Baking Goods,54.42,OUT34H,2001,Medium,Tier 3,Grocery Store,1002.28
FD938A,10.68,low,0.34,Meat,263.22,OUT48Q,1991,Medium,Tier 3,Supermarket Type3,2600.24
FD759W,7.75,regular,0.04,Dairy,217.64,OUT63F,1996,Small,Tier 3,Grocery Store,605.97
FD668K,5.43,low,0.39,Breakfast,156.22,OUT86C,2009,High,Tier 2,Supermarket Type3,3937.49
FD302T,12.25,low,0.25,Breads,150.1,OUT87D,1994,Medium,Tier 2,Supermarket Type2,1756.77
FD153U,,low,0.32,Canned,253.25,OUT80E,1996,Small,Tier 1,Supermarket Type2,1723.91
FD743B,19.18,regular,0.21,Dairy,97.19,OUT92U,1997,High,Tier 1,Supermarket Type3,3333.84
FD431K,9.17,regular,0.05,Canned,126.04,OUT82C,2001,High,Tier 2,Grocery Store,1015.7
FD243J,14.52,low,0.3,Snack Foods,144.9,OUT23H,1990,Small,Tier 1,Supermarket Type3,1655.47
FD183A,9.14,NA,0.29,Health and Hygiene,211.52,OUT53W,1987,Medium,Tier 2,Supermarket Type2,2252.61
FD757Y,16.95,regular,0.29,Seafood,211.69,OUT60S,1989,High,Tier 2,Grocery Store,1108.03
FD881Q,17.08,NA,0.32,Household,45.72,OUT39P,1986,Small,Tier 1,Supermarket Type3,1557.1
FD143O,16.23,low,0.31,Fruits and Vegetables,57.17,OUT39J,1989,Medium,Tier 1,Supermarket Type1,938.37
FD505B,13.41,regular,0.07,Breads,71.3,OUT75W,1994,High,Tier 3,Supermarket Type3,3808.63
FD141M,17.82,low,0.03,Seafood,224.09,OUT85C,1991,High,Tier 1,Supermarket Type3,4106.56
FD182L,14.21,NA,0.31,Health and Hygiene,188.94,OUT57G,1990,Medium,Tier 3,Grocery Store,587.11
FD742V,8.25,low,0.01,Others,118.35,OUT89S,1993,,Tier 1,Supermarket Type1,1901.83
FD362V,15.17,regular,0.06,Hard Drinks,99.1,OUT35U,1993,Small,Tier 3,Supermarket Type1,770.77
FD556M,16.92,low,0.17,Others,63.08,OUT93Q,2001,Medium,Tier 1,Supermarket Type2,2089.01
FD496Z,18.94,low,0.07,Others,81.66,OUT23V,1991,Small,Tier 1,Supermarket Type1,757.22
FD469D,6.64,regular,0.32,Baking Goods,268.17,OUT16P,2005,High,Tier 2,Supermarket Type1,1428.48
FD417A,20.95,NA,0.09,Health and Hygiene,248.33,OUT37L,1995,High,Tier 1,Supermarket Type1,1338.15
FD568Z,20.39,regular,0.33,Baking Goods,150.97,OUT87W,1990,High,Tier 2,Supermarket Type3,3607.52
FD179N,8.04,regular,0.08,Seafood,152.55,OUT23A,1985,High,Tier 1,Supermarket Type2,2288.38
FD555Y,14.19,low,0.25,Snack Foods,254.26,OUT82K,1988,Small,Tier 2,Supermarket Type2,1732.12
FD533V,19.21,regular,0.26,Snack Foods,64.07,OUT57E,1993,High,Tier 1,Supermarket Type1,1561.85
FD409J,5.06,low,0.28,Starchy Foods,52.9,OUT43D,1991,Small,Tier 1,Supermarket Type2,1049.6
FD215F,8.6,low,0.23,Frozen Foods,233.07,OUT40D,2003,Small,Tier 1,Supermarket Type3,1877.45
FD591E,4.8,regular,0.13,Soft Drinks,32.27,OUT98J,1991,High,Tier 3,Grocery Store,800.15
FD609B,11.76,NA,0.3,Household,50.18,OUT69A,1990,Small,Tier 1,Supermarket Type3,1847.96
FD388U,14.88,low,0.37,Fruits and Vegetables,37.49,OUT71M,1993,Medium,Tier 3,Grocery Store,676.48
FD558Z,13.58,regular,0.25,Fruits and Vegetables,180.34,OUT10P,1986,Small,Tier 3,Supermarket Type1,963.55
FD148S,15.33,regular,0.33,Starchy Foods,231.96,OUT56F,2004,High,Tier 3,Supermarket Type1,1518.55
FD482Q,21.26,regular,0.24,Hard Drinks,241.12,OUT57U,2002,High,Tier 1,Supermarket Type3,3949.94
FD694Z,,regular,0.05,Dairy,236.74,OUT57D,1996,,Tier 1,Supermarket Type2,2283.55
FD517X,9.87,low,0.02,Meat,153.53,OUT65F,2004,High,Tier 3,Supermarket Type3,3254.54
FD577C,19.94,low,0.18,Soft Drinks,157.05,OUT79R,1990,,Tier 3,Supermarket Type2,1944.97
FD653O,11.38,regular,0.05,Snack Foods,78.66,OUT30Z,2003,High,Tier 2,Supermarket Type1,1965.5
FD214G,16.19,low,0.02,Dairy,261.11,OUT79C,2001,Small,Tier 2,Supermarket Type3,1614.58
FD268V,13.55,low,0.14,Frozen Foods,134.96,OUT39R,2007,High,Tier 3,Supermarket Type2,2894.54
FD956Z,8.11,regular,0.4,Breads,170.04,OUT57J,1997,Medium,Tier 3,Grocery Store,967.16
FD804W,15.31,low,0.01,Others,203.04,OUT23O,2005,High,Tier 2,Supermarket Type2,2901.28
FD912G,10.8,low,0.32,Breakfast,116.26,OUT23F,1989,,Tier 1,Supermarket Type1,1869.75
FD945N,11.11,NA,0.08,Household,218.37,OUT79O,1988,Medium,Tier 2,Supermarket Type1,1122.04
FD223N,13.46,low,0.18,Baking Goods,131.48,OUT33X,2006,Small,Tier 2,Grocery Store,757.58
FD532W,8.08,NA,0.26,Household,99.0,OUT94Z,1985,Medium,Tier 1,Supermarket Type2,2126.71
FD411B,6.18,regular,0.15,Meat,121.6,OUT89L,2000,,Tier 1,Supermarket Type3,2150.32
FD459B,5.81,regular,0.3,Snack Foods,107.28,OUT42S,2000,Medium,Tier 2,Grocery Store,792.74
FD735W,9.16,low,0.25,Others,76.89,OUT97F,1985,High,Tier 3,Supermarket Type3,3368.24
FD358I,15.86,low,0.23,Others,226.17,OUT21F,1992,,Tier 2,Supermarket Type3,2184.28
FD347M,12.83,regular,0.18,Frozen Foods,134.7,OUT70C,1995,High,Tier 2,Supermarket Type3,4090.68
FD197A,6.37,regular,0.22,Meat,189.56,OUT97I,2003,High,Tier 2,Supermarket Type1,1509.1
FD574R,12.16,regular,0.32,Fruits and Vegetables,258.63,OUT99K,1997,High,Tier 1,Grocery Store,964.08
FD602L,8.8,regular,0.32,Snack Foods,44.83,OUT67S,1990,High,Tier 3,Grocery Store,869.31
FD803J,4.89,regular,0.26,Snack Foods,143.69,OUT19M,2000,Medium,Tier 1,Supermarket Type2,1288.03
FD926P,9.22,low,0.08,Seafood,86.99,OUT32X,1997,,Tier 3,Grocery Store,916.32
FD986R,20.48,regular,0.18,Snack Foods,137.45,OUT84F,1992,Small,Tier 2,Supermarket Type1,828.42
FD235V,13.7,low,0.32,Breakfast,201.15,OUT87K,1985,Small,Tier 1,Grocery Store,582.94
FD121T,13.46,regular,0.36,Breakfast,230.8,OUT77S,1996,High,Tier 2,Supermarket Type2,2066.13
FD546J,9.22,regular,0.07,Frozen Foods,64.82,OUT99B,1987,Small,Tier 2,Supermarket Type3,1549.38
FD586Z,13.07,NA,0.35,Household,229.19,OUT74P,1989,High,Tier 2,Supermarket Type2,2983.27
FD291Q,,low,0.26,Frozen Foods,241.9,OUT35C,2006,Small,Tier 3,Supermarket Type1,1150.99
FD289L,17.37,regular,0.04,Hard Drinks,215.85,OUT62H,2002,Small,Tier 3,Supermarket Type3,2222.55
FD236V,5.65,low,0.37,Snack Foods,87.71,OUT99Z,1985,Small,Tier 2,Supermarket Type1,675.31
FD781R,4.6,low,0.23,Hard Drinks,264.55,OUT84H,1985,Small,Tier 3,Grocery Store,767.13
FD920N,,low,0.02,Meat,149.72,OUT34Q,2000,Small,Tier 2,Supermarket Type2,1471.04
FD497J,6.68,regular,0.26,Seafood,266.86,OUT91O,2002,Small,Tier 1,Supermarket Type1,961.17
FD981W,8.16,NA,0.08,Household,81.18,OUT18E,2001,High,Tier 1,Supermarket Type1,1668.41
FD959O,17.89,NA,0.39,Household,240.5,OUT56O,1993,High,Tier 2,Supermarket Type1,1901.46
FD899Z,10.68,low,0.22,Starchy Foods,71.98,OUT13M,2006,Small,Tier 2,Supermarket Type3,1948.24
FD866I,7.9,regular,0.34,Hard Drinks,145.74,OUT71N,2001,High,Tier 1,Supermarket Type3,2905.43
FD394F,4.89,low,0.25,Starchy Foods,32.7,OUT19B,2004,High,Tier 3,Supermarket Type1,1811.2
FD821X,12.33,regular,0.01,Fruits and Vegetables,50.29,OUT28X,2005,High,Tier 1,Grocery Store,979.73
FD575P,18.23,regular,0.25,Snack Foods,201.44,OUT53T,2002,Medium,Tier 2,Supermarket Type2,2237.29
FD495W,20.38,regular,0.13,Breads,97.03,OUT98L,2007,High,Tier 2,Supermarket Type3,2746.38
FD601V,11.37,regular,0.34,Dairy,236.3,OUT78H,2004,Small,Tier 3,Supermarket Type2,1589.75
FD708G,18.35,NA,0.07,Household,204.57,OUT39U,1995,Medium,Tier 2,Supermarket Type2,1812.38
FD945V,6.79,NA,0.25,Health and Hygiene,89.81,OUT76R,1998,Medium,Tier 1,Supermarket Type2,1858.98
FD292X,20.73,regular,0.34,Soft Drinks,198.71,OUT88Y,1989,High,Tier 3,Supermarket Type3,2476.73
